Invoice_ID,Date,Client,Product,Quantity,Unit_Price_INR
INV-0555,2023-10-02,Client-126: M/s Mukesh Garments,Lace Trim Border (Label-217),4,68.25
INV-3026,2024-02-22,Client-058: Smt. Deepika Fashion House,Kutch Embroidery Border (Label-407),123,227.68
INV-3610,2026-06-17,Client-014: Shri Usha Fabrics,Gold Zardozi (Label-501),9,266.47
INV-0832,2024-01-14,,Raw Silk Ribbon (Label-115),124,112.57
INV-3432,2023-03-18,Client-130: M/s Jignesh Creations,Silver Tissue (Label-312),375,210.2
INV-3202,2025-11-29,Client-012: M/s Nayna Event Planners,Banarasi Zari Border (Label-302),57,131.23
INV-2091,2025-03-22,Client-013: M/s Gopal Exports,Gold Zardozi (Label-501),50,255.38
INV-1755,2026-03-04,Client-085: M/s Nayna Industries,Banarasi Zari Border (Label-302),29,134.02
INV-0812,2024-11-10,Client-138: Smt. Natubhai Weavers,Silk Printed (Label-112),85,89.37
INV-0889,2023-08-29,Client-041: M/s Varsha Handloom,Cotton Herringbone (Label-203),34,38.76
INV-2464,2024-05-10,Client-043: Smt. Manju Weavers,Jacquard Brocade (Label-315),346,189.62
INV-2989,2023-04-20,,Patola Woven Border (Label-330),71,246.27
INV-1660,2026-01-18,Client-021: M/s Yash Emporium,Kutch Embroidery Border (Label-407),250,224.59
INV-2510,2026-07-24,Client-037: M/s Vinod Fashion House,Silk Printed (Label-112),129,87.27
INV-1234,2026-04-06,Client-137: M/s Vandana Traders,Raw Silk Ribbon (Label-115),63,104.14
INV-3874,2026-01-23,Client-021: M/s Yash Emporium,Silver Tissue (Label-312),27,176.44
INV-1449,2025-03-05,Client-082: M/s Dhaval Event Planners,Lace Trim Border (Label-217),326,68.87
INV-2874,2023-11-07,Client-041: M/s Varsha Handloom,Velvet Roll (Label-405),11,128.8
INV-1966,2024-01-19,Client-079: M/s Savita Weavers,Jacquard Brocade (Label-315),51,173.84
INV-0694,2024-05-04,Client-041: M/s Varsha Handloom,Satin 1-Inch (Label-101),214,38.48
INV-1058,2023-07-16,Client-091: M/s Bharat Silk House,Organza Sheer (Label-210),316,49.64
INV-1799,2023-04-17,Client-097: M/s Deepika Designs,Organza Sheer (Label-210),72,54.23
INV-1028,2024-10-11,Client-038: M/s Natubhai Creations,Lace Trim Border (Label-217),47,64.33
INV-1537,2026-04-21,Client-096: M/s Kiran Emporium,Nylon Woven (Label-501),100,28.84
INV-3433,2026-02-14,Client-045: M/s Akash Saree Centre,Satin 2-Inch (Label-102),116,50.43
INV-1703,2023-06-19,Client-063: Smt. Padma Saree Centre,Patola Woven Border (Label-330),56,257.36
INV-2336,2024-06-28,Client-100: Smt. Kavita Saree Centre,Silk Printed (Label-112),27,100.53
INV-0347,2025-01-07,Client-027: M/s Rajendra Creations,Organza Sheer (Label-210),33,50.46
INV-0924,2024-07-26,Client-021: M/s Yash Emporium,Gold Zardozi (Label-501),17,301.84
INV-3260,2025-04-26,Client-110: M/s Anita Embroidery Works,Polyester Grosgrain (Label-408),21,30.3
INV-1188,2024-01-19,Client-021: M/s Yash Emporium,Raw Silk Ribbon (Label-115),183,104.7
INV-0843,2025-06-19,Client-078: M/s Prital Exports,Polyester Grosgrain (Label-408),48,31.75
INV-3279,2025-08-23,Client-143: M/s Prakash Silk House,Embroidered Mirror Work (Label-422),54,229.78
INV-3777,2025-06-20,Client-006: M/s Naresh Exports,Chiffon Pleated (Label-119),74,74.57
INV-2728,2024-08-30,Client-117: Smt. Narottam Emporium,Satin 1-Inch (Label-101),158,37.72
INV-2828,2024-09-15,Client-031: M/s Paresh Garments,Satin 1-Inch (Label-101),59,37.19
INV-1421,2025-05-05,Client-074: M/s Amrut Fashion House,Embroidered Mirror Work (Label-422),106,196.17
INV-1925,2024-08-05,Client-110: M/s Anita Embroidery Works,Kutch Embroidery Border (Label-407),90,240.55
INV-0179,2025-12-14,Client-109: M/s Padma Silk House,Gold Zardozi (Label-501),91,272.26
INV-2277,2026-06-30,Client-150: M/s Kantilal Event Planners,Multicolor Taffeta (Label-308),964,87.56
INV-3186,2025-07-03,Client-062: M/s Deepak Creations,Gota Patti (Label-204),26,84.2
INV-0813,2024-06-13,Client-037: M/s Vinod Fashion House,Patola Woven Border (Label-330),203,225.92
INV-1878,2024-03-14,,Satin 1-Inch (Label-101),26,34.93
INV-1337,2025-10-15,Client-098: M/s Bhavna Garments,Gota Patti (Label-204),18,79.55
INV-3159,2023-11-29,Client-021: M/s Yash Emporium,Silk Printed (Label-112),22,103.34
INV-3108,2024-03-15,Client-130: M/s Jignesh Creations,Raw Silk Ribbon (Label-115),131,114.37
INV-1558,2026-05-22,Client-114: M/s Padma Enterprises,Nylon Woven (Label-501),23,27.02
INV-2802,2024-02-06,Client-076: Smt. Ashok Designs,Jacquard Brocade (Label-315),190,179.84
INV-2177,2024-11-14,Client-138: Smt. Natubhai Weavers,Nylon Woven (Label-501),110,26.97
INV-1813,2024-09-07,Client-022: Shri Champa Traders,Banarasi Zari Border (Label-302),81,138.59
INV-0174,2025-02-02,Client-100: Smt. Kavita Saree Centre,Embroidered Mirror Work (Label-422),33,221.53
INV-2355,2026-02-16,,Chanderi Block Print (Label-221),152,144.26
INV-3058,2026-02-03,Client-024: M/s Chirag Industries,Raw Silk Ribbon (Label-115),441,114.68
INV-0332,2025-04-11,Client-063: Smt. Padma Saree Centre,Nylon Woven (Label-501),20,26.88
INV-1362,2025-07-31,Client-011: M/s Kavya Industries,Satin 1-Inch (Label-101),110,33.52
INV-0431,2023-12-26,Client-036: M/s Rahul Enterprises,Gota Patti (Label-204),288,79.29
INV-3653,2024-09-06,Client-115: M/s Vijay Fashion House,Embroidered Mirror Work (Label-422),27,207.0
INV-2010,2023-05-11,Client-118: M/s Pravin Textiles,Kutch Embroidery Border (Label-407),56,226.36
INV-1105,2024-11-26,Client-077: Shri Deepak Fashion House,Lace Trim Border (Label-217),150,71.1
INV-2563,2024-11-03,Client-052: Smt. Anita Saree Centre,Gota Patti (Label-204),149,88.15
INV-0480,2025-06-13,Client-125: Shri Padma Saree Centre,Chanderi Block Print (Label-221),64,130.07
INV-1279,2025-09-28,Client-138: Smt. Natubhai Weavers,Satin 1-Inch (Label-101),38,37.01
INV-2604,2024-05-26,Client-019: M/s Sunil Collections,Patola Woven Border (Label-330),30,244.74
INV-0747,2025-03-09,Client-057: M/s Drashti Emporium,Cotton Herringbone (Label-203),146,38.47
INV-1770,2023-11-07,Client-145: M/s Rahul Decorators,Metallic Zari (Label-306),701,158.7
INV-3555,2024-05-15,Client-022: Shri Champa Traders,Velvet Roll (Label-405),42,120.56
INV-2338,2024-11-01,Client-124: M/s Bhavesh Exports,Silver Tissue (Label-312),121,181.2
INV-3752,2025-05-14,Client-054: Smt. Subhash Creations,Cotton Herringbone (Label-203),246,42.88
INV-1941,2025-09-07,Client-065: Shri Arvind Emporium,Cotton Herringbone (Label-203),23,43.05
INV-1796,2023-03-27,Client-128: M/s Balaji Event Planners,Gold Zardozi (Label-501),32,264.61
INV-0325,2023-05-01,Client-020: M/s Jagdish Fabrics,Patola Woven Border (Label-330),-42,227.43
INV-1269,2026-01-11,Client-063: Smt. Padma Saree Centre,Silver Tissue (Label-312),13,212.65
INV-0469,2024-07-29,Client-121: M/s Harish Traders,Gold Zardozi (Label-501),951,272.02
INV-0562,2024-07-06,Client-036: M/s Rahul Enterprises,Embroidered Mirror Work (Label-422),74,223.89
INV-2631,2025-04-17,Client-072: M/s Arun Fashion House,Chanderi Block Print (Label-221),397,137.39
INV-2351,2024-04-26,Client-093: Shri Niraj Boutique,Lace Trim Border (Label-217),246,62.9
INV-2079,2024-08-26,Client-007: M/s Hasmukh Collections,Metallic Zari (Label-306),33,157.68
INV-3785,2023-10-12,Client-117: Smt. Narottam Emporium,Banarasi Zari Border (Label-302),10,138.11
INV-2971,2026-04-06,Client-141: Shri Brijesh Event Planners,Multicolor Taffeta (Label-308),121,84.68
INV-2347,2025-02-07,Client-112: M/s Indira Traders,Chanderi Block Print (Label-221),118,130.24
INV-0062,2023-07-23,Client-054: Smt. Subhash Creations,Chanderi Block Print (Label-221),72,127.2
INV-2804,2024-03-31,Client-050: Smt. Balaji Boutique,Silver Tissue (Label-312),34,212.96
INV-1898,2025-02-12,Client-034: M/s Mansukhbhai Event Planners,Cotton Herringbone (Label-203),12,45.04
INV-2877,2023-03-27,Client-009: M/s Narottam Weavers,Multicolor Taffeta (Label-308),64,81.59
INV-0255,2023-08-13,Client-150: M/s Kantilal Event Planners,Polyester Grosgrain (Label-408),19,33.9
INV-3782,2025-04-29,Client-044: Shri Meena Silk House,Gold Zardozi (Label-501),297,290.84
INV-1095,2026-01-09,Client-122: M/s Bhikhabhai Enterprises,Silver Tissue (Label-312),49,208.82
INV-1062,2023-08-27,Client-005: M/s Nayna Garments,Satin 2-Inch (Label-102),85,48.48
INV-0916,2025-05-04,Client-033: M/s Vivek Fabrics,Organza Sheer (Label-210),382,49.63
INV-1042,2025-05-18,Client-107: M/s Ramniklal Event Planners,Organza Sheer (Label-210),1177,58.69
INV-2567,2024-09-25,Client-141: Shri Brijesh Event Planners,Chanderi Block Print (Label-221),158,123.35
INV-0068,2024-08-14,Client-120: M/s Usha Enterprises,Polyester Grosgrain (Label-408),300,33.28
INV-1872,2024-07-19,Client-132: M/s Shanta Creations,Patola Woven Border (Label-330),70,263.85
INV-2789,2023-06-22,Client-116: Shri Alka Industries,Chanderi Block Print (Label-221),120,136.23
INV-0222,2025-06-30,Client-082: M/s Dhaval Event Planners,Patola Woven Border (Label-330),50,242.37
INV-1963,2023-08-25,Client-048: M/s Bhavesh Traders,Satin 2-Inch (Label-102),943,46.4
INV-2409,2026-07-16,Client-117: Smt. Narottam Emporium,Chiffon Pleated (Label-119),344,78.74
INV-2878,2025-12-19,Client-064: Smt. Nayna Exports,Silk Printed (Label-112),67,103.08
INV-3174,2024-07-30,Client-048: M/s Bhavesh Traders,Lace Trim Border (Label-217),218,67.17
INV-0089,2025-04-21,Client-122: M/s Bhikhabhai Enterprises,Chiffon Pleated (Label-119),133,73.29
INV-1808,2026-01-13,Client-014: Shri Usha Fabrics,Lace Trim Border (Label-217),43,70.21
INV-1676,2024-07-29,Client-027: M/s Rajendra Creations,Kutch Embroidery Border (Label-407),150,243.49
INV-2829,2024-11-11,,Gota Patti (Label-204),35,91.5
INV-1489,2026-01-28,Client-085: M/s Nayna Industries,Chanderi Block Print (Label-221),20,123.9
INV-3033,2026-02-17,Client-124: M/s Bhavesh Exports,Chiffon Pleated (Label-119),77,69.33
INV-1722,2023-12-08,Client-117: Smt. Narottam Emporium,Organza Sheer (Label-210),50,60.08
INV-3807,2023-05-15,Client-103: Shri Vijay Fashion House,Organza Sheer (Label-210),72,55.32
INV-0437,2024-05-15,Client-094: M/s Dilip Weavers,Chiffon Pleated (Label-119),320,81.3
INV-3580,2023-01-15,Client-053: M/s Malti Enterprises,Polyester Grosgrain (Label-408),22,31.95
INV-3601,2023-11-26,Client-095: M/s Shardaben Handloom,Polyester Grosgrain (Label-408),131,30.05
INV-3190,2024-03-13,Client-015: M/s Savita Decorators,Multicolor Taffeta (Label-308),7,89.17
INV-3403,2025-09-09,Client-005: M/s Nayna Garments,Chanderi Block Print (Label-221),150,124.69
INV-2348,2026-06-09,Client-009: M/s Narottam Weavers,Chanderi Block Print (Label-221),163,129.14
INV-3442,2023-03-01,Client-029: M/s Hitesh Boutique,Banarasi Zari Border (Label-302),34,145.94
INV-3570,2023-05-23,Client-084: M/s Kantilal Embroidery Works,Lace Trim Border (Label-217),159,65.84
INV-1514,2025-11-19,Client-106: Smt. Kamlesh Designs,Velvet Roll (Label-405),-1,129.91
INV-2649,2023-07-06,Client-030: M/s Shardaben Fashion House,Organza Sheer (Label-210),264,59.41
INV-3275,2024-09-15,Client-017: M/s Rahul Creations,Organza Sheer (Label-210),32,57.46
INV-1737,2023-11-04,Client-075: Smt. Seema Exports,Raw Silk Ribbon (Label-115),201,111.28
INV-1403,2025-05-15,Client-111: Shri Rekha Textiles,Organza Sheer (Label-210),40,58.52
INV-0284,2026-03-19,,Chanderi Block Print (Label-221),56,131.21
INV-0713,2025-05-16,Client-139: M/s Gopal Fashion House,Banarasi Zari Border (Label-302),272,145.07
INV-0275,2023-03-18,Client-045: M/s Akash Saree Centre,Embroidered Mirror Work (Label-422),507,226.05
INV-2273,2024-05-18,Client-034: M/s Mansukhbhai Event Planners,Satin 2-Inch (Label-102),55,48.16
INV-0622,2023-01-19,Client-089: M/s Naresh Fashion House,Multicolor Taffeta (Label-308),541,83.43
INV-1923,2024-11-08,Client-120: M/s Usha Enterprises,Raw Silk Ribbon (Label-115),88,102.44
INV-0866,2024-12-25,Client-145: M/s Rahul Decorators,Satin 2-Inch (Label-102),47,50.2
INV-3944,2023-11-05,Client-127: M/s Nayna Boutique,Multicolor Taffeta (Label-308),120,87.43
INV-1643,2024-11-18,Client-046: M/s Bhikhabhai Textiles,Multicolor Taffeta (Label-308),259,86.74
INV-2484,2023-07-27,Client-046: M/s Bhikhabhai Textiles,Silver Tissue (Label-312),35,180.34
INV-3995,2023-01-30,Client-128: M/s Balaji Event Planners,Chanderi Block Print (Label-221),21,138.76
INV-0424,2023-05-30,,Satin 1-Inch (Label-101),579,31.6
INV-2992,2024-10-09,Client-100: Smt. Kavita Saree Centre,Gota Patti (Label-204),99,78.26
INV-1222,2023-10-26,Client-133: Smt. Manisha Designs,Satin 1-Inch (Label-101),104,32.09
INV-0507,2024-03-09,Client-033: M/s Vivek Fabrics,Banarasi Zari Border (Label-302),25,142.78
INV-3861,2024-01-24,Client-048: M/s Bhavesh Traders,Polyester Grosgrain (Label-408),116,34.25
INV-3564,2026-05-06,Client-074: M/s Amrut Fashion House,Gota Patti (Label-204),47,79.04
INV-1124,2023-09-05,Client-149: Shri Alpesh Saree Centre,Gold Zardozi (Label-501),340,266.1
INV-2513,2024-03-07,,Satin 1-Inch (Label-101),514,32.64
INV-0501,2024-07-04,Client-039: Shri Jignesh Designs,Patola Woven Border (Label-330),89,229.84
INV-1109,2025-08-31,Client-089: M/s Naresh Fashion House,Satin 1-Inch (Label-101),71,36.06
INV-1282,2023-01-18,Client-095: M/s Shardaben Handloom,Silk Printed (Label-112),98,93.95
INV-0550,2025-05-29,Client-123: M/s Alka Collections,Chiffon Pleated (Label-119),45,67.57
INV-0558,2023-03-18,Client-066: Smt. Krunal Embroidery Works,Silver Tissue (Label-312),70,199.8
INV-1602,2023-03-08,Client-022: Shri Champa Traders,Kutch Embroidery Border (Label-407),128,232.98
INV-0603,2026-01-16,Client-083: M/s Vandana Exports,Velvet Roll (Label-405),98,126.26
INV-0443,2025-01-24,Client-127: M/s Nayna Boutique,Silk Printed (Label-112),546,99.42
INV-1780,2026-07-29,Client-052: Smt. Anita Saree Centre,Silk Printed (Label-112),299,90.3
INV-0219,2023-08-21,,Jacquard Brocade (Label-315),223,174.97
INV-2108,2025-02-18,Client-032: Shri Lakshmi Event Planners,Satin 1-Inch (Label-101),114,38.28
INV-0898,2025-01-14,Client-085: M/s Nayna Industries,Metallic Zari (Label-306),1867,158.51
INV-0737,2024-09-25,Client-073: M/s Lakshmi Event Planners,Multicolor Taffeta (Label-308),17,90.23
INV-3324,2025-10-19,Client-149: Shri Alpesh Saree Centre,Metallic Zari (Label-306),457,144.38
INV-2481,2024-04-14,Client-043: Smt. Manju Weavers,Gold Zardozi (Label-501),123,255.74
INV-3817,2025-09-19,Client-021: M/s Yash Emporium,Jacquard Brocade (Label-315),8,157.88
INV-2060,2025-08-08,Client-014: Shri Usha Fabrics,Metallic Zari (Label-306),112,169.28
INV-1905,2025-03-17,Client-140: M/s Brijesh Weavers,Velvet Roll (Label-405),69,118.85
INV-3383,2025-03-22,Client-144: M/s Pooja Fashion House,Gota Patti (Label-204),606,85.91
INV-1667,2023-06-06,Client-108: M/s Shyam Event Planners,Chiffon Pleated (Label-119),28,80.85
INV-3959,2024-03-01,Client-107: M/s Ramniklal Event Planners,Embroidered Mirror Work (Label-422),34,201.46
INV-2830,2024-09-20,Client-059: M/s Sita Fabrics,Kutch Embroidery Border (Label-407),19,236.78
INV-3131,2025-01-27,Client-048: M/s Bhavesh Traders,Satin 1-Inch (Label-101),8,33.29
INV-3342,2025-02-01,Client-112: M/s Indira Traders,Silver Tissue (Label-312),135,191.77
INV-2482,2026-06-25,Client-046: M/s Bhikhabhai Textiles,Polyester Grosgrain (Label-408),128,32.31
INV-1205,2025-03-10,Client-093: Shri Niraj Boutique,Satin 2-Inch (Label-102),278,53.0
INV-1160,2024-06-24,Client-112: M/s Indira Traders,Jacquard Brocade (Label-315),62,168.54
INV-2291,2025-07-27,Client-086: M/s Neha Fashion House,Silver Tissue (Label-312),260,176.72
INV-1534,2024-10-20,Client-121: M/s Harish Traders,Cotton Herringbone (Label-203),52,45.43
INV-0806,2025-05-30,Client-148: M/s Navin Fabrics,Satin 1-Inch (Label-101),150,32.29
INV-2707,2023-02-24,Client-105: M/s Anjali Collections,Silk Printed (Label-112),249,88.74
INV-1875,2026-07-23,Client-063: Smt. Padma Saree Centre,Organza Sheer (Label-210),46,55.95
INV-3276,2023-04-22,Client-037: M/s Vinod Fashion House,Lace Trim Border (Label-217),403,59.89
INV-0579,2026-06-20,Client-064: Smt. Nayna Exports,Satin 2-Inch (Label-102),26,48.46
INV-2280,2024-07-29,Client-064: Smt. Nayna Exports,Velvet Roll (Label-405),102,123.93
INV-3419,2023-10-21,Client-119: M/s Bhikhabhai Emporium,Satin 2-Inch (Label-102),145,46.57
INV-1363,2025-07-23,Client-077: Shri Deepak Fashion House,Chiffon Pleated (Label-119),109,76.7
INV-0001,2023-08-25,Client-067: M/s Bhavik Traders,Jacquard Brocade (Label-315),163,177.82
INV-3427,2024-08-28,Client-119: M/s Bhikhabhai Emporium,Velvet Roll (Label-405),64,116.55
INV-3729,2026-07-29,Client-096: M/s Kiran Emporium,Satin 1-Inch (Label-101),135,37.0
INV-3846,2023-10-05,Client-003: M/s Vinod Traders,Metallic Zari (Label-306),25,163.87
INV-0965,2026-04-29,Client-100: Smt. Kavita Saree Centre,Satin 1-Inch (Label-101),39,37.05
INV-3254,2024-12-12,Client-009: M/s Narottam Weavers,Cotton Herringbone (Label-203),39,45.01
INV-1012,2026-04-03,Client-054: Smt. Subhash Creations,Nylon Woven (Label-501),39,26.99
INV-0248,2024-02-03,Client-074: M/s Amrut Fashion House,Satin 1-Inch (Label-101),21,34.2
INV-1426,2025-09-20,Client-026: Smt. Vivek Fabrics,Gota Patti (Label-204),380,77.54
INV-2112,2025-07-24,,Chiffon Pleated (Label-119),381,79.55
INV-3977,2024-10-14,Client-130: M/s Jignesh Creations,Embroidered Mirror Work (Label-422),16,228.95
INV-3408,2025-02-05,Client-010: M/s Pallavi Designs,Chiffon Pleated (Label-119),6,69.63
INV-3794,2026-04-26,Client-061: M/s Poonam Enterprises,Satin 1-Inch (Label-101),7,36.22
INV-1510,2026-03-10,Client-079: M/s Savita Weavers,Chanderi Block Print (Label-221),715,135.42
INV-3516,2026-02-27,Client-007: M/s Hasmukh Collections,Multicolor Taffeta (Label-308),307,83.0
INV-0651,2026-04-06,Client-055: M/s Balaji Collections,Banarasi Zari Border (Label-302),19,146.5
INV-1968,2025-03-28,Client-063: Smt. Padma Saree Centre,Cotton Herringbone (Label-203),2149,43.88
INV-2047,2023-10-31,Client-067: M/s Bhavik Traders,Lace Trim Border (Label-217),35,67.87
INV-1559,2026-07-13,Client-102: M/s Sita Industries,Organza Sheer (Label-210),106,54.41
INV-3801,2023-01-12,Client-097: M/s Deepika Designs,Chanderi Block Print (Label-221),17,128.82
INV-0176,2025-03-02,Client-039: Shri Jignesh Designs,Metallic Zari (Label-306),135,146.61
INV-0279,2025-10-29,Client-050: Smt. Balaji Boutique,Velvet Roll (Label-405),27,115.94
INV-1136,2023-11-25,Client-130: M/s Jignesh Creations,Satin 1-Inch (Label-101),1610,33.96
INV-3553,2025-03-06,Client-013: M/s Gopal Exports,Gota Patti (Label-204),58,92.16
INV-2485,2025-01-25,Client-040: M/s Drashti Fashion House,Silver Tissue (Label-312),39,211.85
INV-2431,2026-07-08,Client-019: M/s Sunil Collections,Organza Sheer (Label-210),29,56.84
INV-2530,2023-11-08,Client-001: M/s Geeta Textiles,Satin 2-Inch (Label-102),19,46.78
INV-3520,2024-06-03,Client-072: M/s Arun Fashion House,Embroidered Mirror Work (Label-422),105,222.28
INV-0692,2024-02-18,Client-133: Smt. Manisha Designs,Polyester Grosgrain (Label-408),276,30.05
INV-3962,2023-08-02,Client-074: M/s Amrut Fashion House,Silver Tissue (Label-312),299,211.88
INV-0417,2023-09-10,Client-099: M/s Sushila Garments,Lace Trim Border (Label-217),166,71.02
INV-2890,2023-09-24,Client-007: M/s Hasmukh Collections,Cotton Herringbone (Label-203),44,45.71
INV-0218,2026-03-21,Client-094: M/s Dilip Weavers,Chiffon Pleated (Label-119),61,72.22
INV-2489,2025-07-20,Client-029: M/s Hitesh Boutique,Nylon Woven (Label-501),38,26.11
INV-1972,2025-12-09,Client-146: M/s Yash Fashion House,Organza Sheer (Label-210),331,50.93
INV-3406,2024-09-12,Client-065: Shri Arvind Emporium,Organza Sheer (Label-210),73,56.12
INV-3112,2023-04-04,Client-019: M/s Sunil Collections,Banarasi Zari Border (Label-302),14,132.22
INV-0904,2024-04-28,Client-020: M/s Jagdish Fabrics,Kutch Embroidery Border (Label-407),181,245.49
INV-2926,2023-07-23,Client-125: Shri Padma Saree Centre,Polyester Grosgrain (Label-408),7,34.9
INV-0913,2025-01-05,Client-073: M/s Lakshmi Event Planners,Gota Patti (Label-204),196,80.5
INV-3470,2025-04-03,Client-113: Smt. Kantilal Exports,Satin 1-Inch (Label-101),19,33.02
INV-0728,2023-06-10,Client-074: M/s Amrut Fashion House,Multicolor Taffeta (Label-308),145,90.32
INV-3756,2023-03-26,Client-074: M/s Amrut Fashion House,Silver Tissue (Label-312),61,184.05
INV-3080,2025-04-26,Client-023: M/s Navin Embroidery Works,Raw Silk Ribbon (Label-115),27,116.45
INV-2826,2024-11-22,Client-072: M/s Arun Fashion House,Silver Tissue (Label-312),25,200.15
INV-2156,2026-07-28,Client-080: Shri Nayna Weavers,Gold Zardozi (Label-501),230,257.75
INV-0450,2023-09-25,Client-067: M/s Bhavik Traders,Metallic Zari (Label-306),86,173.63
INV-1396,2024-05-23,Client-057: M/s Drashti Emporium,Raw Silk Ribbon (Label-115),31,118.2
INV-0377,2024-07-24,Client-017: M/s Rahul Creations,Kutch Embroidery Border (Label-407),92,211.68
INV-3143,2023-10-10,Client-123: M/s Alka Collections,Jacquard Brocade (Label-315),31,157.54
INV-1753,2025-08-05,Client-133: Smt. Manisha Designs,Multicolor Taffeta (Label-308),218,93.97
INV-3967,2025-11-17,Client-135: M/s Anjali Emporium,Organza Sheer (Label-210),46,59.5
INV-0434,2025-12-08,Client-148: M/s Navin Fabrics,Chanderi Block Print (Label-221),28,123.58
INV-0953,2023-12-31,Client-126: M/s Mukesh Garments,Silk Printed (Label-112),49,97.1
INV-0372,2025-07-15,Client-077: Shri Deepak Fashion House,Banarasi Zari Border (Label-302),55,154.0
INV-3278,2025-12-18,Client-101: Smt. Manju Garments,Silk Printed (Label-112),85,91.78
INV-2397,2024-04-07,Client-117: Smt. Narottam Emporium,Organza Sheer (Label-210),14,58.68
INV-1422,2023-10-03,Client-047: M/s Harish Creations,Gold Zardozi (Label-501),58,305.12
INV-0701,2026-02-27,Client-063: Smt. Padma Saree Centre,Metallic Zari (Label-306),67,174.76
INV-2868,2023-06-17,Client-147: M/s Jagdish Silk House,Metallic Zari (Label-306),84,147.5
INV-0645,2026-06-16,Client-150: M/s Kantilal Event Planners,Organza Sheer (Label-210),74,55.72
INV-1458,2025-03-12,Client-136: M/s Anjali Decorators,Polyester Grosgrain (Label-408),130,30.61
INV-0666,2025-09-07,Client-042: M/s Pooja Traders,Chanderi Block Print (Label-221),23,144.0
INV-1504,2023-09-13,Client-049: Shri Ketan Industries,Gota Patti (Label-204),77,88.64
INV-1428,2025-02-08,Client-069: Smt. Mohan Designs,Satin 2-Inch (Label-102),25,49.73
INV-1633,2023-11-26,Client-112: M/s Indira Traders,Lace Trim Border (Label-217),41,70.36
INV-2421,2023-02-12,Client-095: M/s Shardaben Handloom,Chanderi Block Print (Label-221),68,136.17
INV-1481,2023-07-22,Client-012: M/s Nayna Event Planners,Nylon Woven (Label-501),2042,25.41
INV-1165,2023-12-11,Client-070: M/s Yash Designs,Kutch Embroidery Border (Label-407),91,247.98
INV-0795,2024-03-21,Client-084: M/s Kantilal Embroidery Works,Satin 2-Inch (Label-102),189,46.73
INV-3592,2023-06-27,Client-111: Shri Rekha Textiles,Cotton Herringbone (Label-203),203,42.88
INV-0247,2025-01-19,Client-094: M/s Dilip Weavers,Banarasi Zari Border (Label-302),254,142.12
INV-3816,2026-05-03,Client-048: M/s Bhavesh Traders,Chanderi Block Print (Label-221),39,128.33
INV-0735,2025-08-27,Client-007: M/s Hasmukh Collections,Chiffon Pleated (Label-119),130,75.36
INV-0506,2023-09-04,Client-115: M/s Vijay Fashion House,Jacquard Brocade (Label-315),171,190.72
INV-2441,2025-08-20,Client-099: M/s Sushila Garments,Kutch Embroidery Border (Label-407),18,238.98
INV-1190,2025-09-04,Client-104: M/s Nirmala Designs,Patola Woven Border (Label-330),223,273.29
INV-3373,2025-08-14,Client-105: M/s Anjali Collections,Velvet Roll (Label-405),14,119.06
INV-3444,2024-11-28,Client-022: Shri Champa Traders,Silver Tissue (Label-312),82,198.68
INV-1615,2023-05-20,Client-094: M/s Dilip Weavers,Lace Trim Border (Label-217),150,59.66
INV-0533,2025-02-05,Client-073: M/s Lakshmi Event Planners,Polyester Grosgrain (Label-408),40,33.18
INV-0933,2023-11-06,Client-095: M/s Shardaben Handloom,Jacquard Brocade (Label-315),125,166.64
INV-0109,2025-01-17,Client-024: M/s Chirag Industries,Polyester Grosgrain (Label-408),865,30.89
INV-1868,2026-03-15,Client-114: M/s Padma Enterprises,Gold Zardozi (Label-501),138,259.07
INV-0950,2025-08-14,Client-020: M/s Jagdish Fabrics,Chanderi Block Print (Label-221),15,133.74
INV-2414,2023-08-29,Client-126: M/s Mukesh Garments,Jacquard Brocade (Label-315),123,189.08
INV-2949,2025-07-31,Client-102: M/s Sita Industries,Jacquard Brocade (Label-315),133,167.75
INV-3206,2023-06-27,Client-043: Smt. Manju Weavers,Banarasi Zari Border (Label-302),102,136.26
INV-2224,2024-02-16,Client-035: M/s Chandrakant Silk House,Multicolor Taffeta (Label-308),182,92.64
INV-2975,2024-05-19,Client-098: M/s Bhavna Garments,Banarasi Zari Border (Label-302),293,140.69
INV-3958,2025-05-25,Client-081: M/s Mahesh Traders,Metallic Zari (Label-306),181,144.45
INV-0544,2026-07-23,Client-019: M/s Sunil Collections,Satin 2-Inch (Label-102),21,53.89
INV-1766,2026-03-01,Client-149: Shri Alpesh Saree Centre,Polyester Grosgrain (Label-408),12,29.02
INV-2495,2024-09-03,Client-106: Smt. Kamlesh Designs,Chiffon Pleated (Label-119),158,73.14
INV-2935,2023-08-18,Client-114: M/s Padma Enterprises,Gota Patti (Label-204),106,88.93
INV-0260,2023-11-07,Client-053: M/s Malti Enterprises,Embroidered Mirror Work (Label-422),50,210.08
INV-1515,2024-05-27,Client-102: M/s Sita Industries,Lace Trim Border (Label-217),16,62.39
INV-1779,2023-03-02,Client-083: M/s Vandana Exports,Velvet Roll (Label-405),113,124.77
INV-1863,2024-12-12,Client-031: M/s Paresh Garments,Polyester Grosgrain (Label-408),210,30.55
INV-1296,2026-07-06,Client-008: M/s Natubhai Exports,Satin 2-Inch (Label-102),385,49.32
