Row_ID,Invoice_ID,Date,Client,Product,Quantity,Unit_Price_INR,Total_Amount_INR
801,INV-2280,2024-07-29,Client-064: Smt. Nayna Exports,Velvet Roll (Label-405),102,123.93,12640.86
802,INV-3419,2023-10-21,Client-119: M/s Bhikhabhai Emporium,Satin 2-Inch (Label-102),145,46.57,6752.65
803,INV-1363,2025-07-23,Client-077: Shri Deepak Fashion House,Chiffon Pleated (Label-119),109,76.7,8360.3
804,INV-0001,2023-08-25,Client-067: M/s Bhavik Traders,Jacquard Brocade (Label-315),163,177.82,28984.66
805,INV-3427,2024-08-28,Client-119: M/s Bhikhabhai Emporium,Velvet Roll (Label-405),64,116.55,7459.2
806,INV-3729,2026-07-29,Client-096: M/s Kiran Emporium,Satin 1-Inch (Label-101),135,37.0,4995.0
807,INV-3846,2023-10-05,Client-003: M/s Vinod Traders,Metallic Zari (Label-306),25,163.87,4096.75
808,INV-0965,2026-04-29,Client-100: Smt. Kavita Saree Centre,Satin 1-Inch (Label-101),39,37.05,1444.95
809,INV-3254,2024-12-12,Client-009: M/s Narottam Weavers,Cotton Herringbone (Label-203),39,45.01,1755.39
810,INV-1012,2026-04-03,Client-054: Smt. Subhash Creations,Nylon Woven (Label-501),39,26.99,1052.61
811,INV-0248,2024-02-03,Client-074: M/s Amrut Fashion House,Satin 1-Inch (Label-101),21,34.2,718.2
812,INV-1426,2025-09-20,Client-026: Smt. Vivek Fabrics,Gota Patti (Label-204),380,77.54,29465.2
813,INV-3977,2024-10-14,Client-130: M/s Jignesh Creations,Embroidered Mirror Work (Label-422),16,228.95,3663.2
814,INV-3408,2025-02-05,Client-010: M/s Pallavi Designs,Chiffon Pleated (Label-119),6,69.63,417.78
815,INV-3794,2026-04-26,Client-061: M/s Poonam Enterprises,Satin 1-Inch (Label-101),7,36.22,253.54
816,INV-1510,2026-03-10,Client-079: M/s Savita Weavers,Chanderi Block Print (Label-221),715,135.42,96825.3
817,INV-3516,2026-02-27,Client-007: M/s Hasmukh Collections,Multicolor Taffeta (Label-308),307,83.0,25481.0
818,INV-0651,2026-04-06,Client-055: M/s Balaji Collections,Banarasi Zari Border (Label-302),19,146.5,2783.5
819,INV-1968,2025-03-28,Client-063: Smt. Padma Saree Centre,Cotton Herringbone (Label-203),2149,43.88,94298.12
820,INV-2047,2023-10-31,Client-067: M/s Bhavik Traders,Lace Trim Border (Label-217),35,67.87,2375.45
821,INV-1559,2026-07-13,Client-102: M/s Sita Industries,Organza Sheer (Label-210),106,54.41,5767.46
822,INV-3801,2023-01-12,Client-097: M/s Deepika Designs,Chanderi Block Print (Label-221),17,128.82,2189.94
823,INV-0176,2025-03-02,Client-039: Shri Jignesh Designs,Metallic Zari (Label-306),135,146.61,19792.35
824,INV-0279,2025-10-29,Client-050: Smt. Balaji Boutique,Velvet Roll (Label-405),27,115.94,3130.38
825,INV-1136,2023-11-25,Client-130: M/s Jignesh Creations,Satin 1-Inch (Label-101),1610,33.96,54675.6
826,INV-3553,2025-03-06,Client-013: M/s Gopal Exports,Gota Patti (Label-204),58,92.16,5345.28
827,INV-2485,2025-01-25,Client-040: M/s Drashti Fashion House,Silver Tissue (Label-312),39,211.85,8262.15
828,INV-2431,2026-07-08,Client-019: M/s Sunil Collections,Organza Sheer (Label-210),29,56.84,1648.36
829,INV-2530,2023-11-08,Client-001: M/s Geeta Textiles,Satin 2-Inch (Label-102),19,46.78,888.82
830,INV-3520,2024-06-03,Client-072: M/s Arun Fashion House,Embroidered Mirror Work (Label-422),105,222.28,23339.4
831,INV-0692,2024-02-18,Client-133: Smt. Manisha Designs,Polyester Grosgrain (Label-408),276,30.05,8293.8
832,INV-3962,2023-08-02,Client-074: M/s Amrut Fashion House,Silver Tissue (Label-312),299,211.88,63352.12
833,INV-0417,2023-09-10,Client-099: M/s Sushila Garments,Lace Trim Border (Label-217),166,71.02,11789.32
834,INV-2890,2023-09-24,Client-007: M/s Hasmukh Collections,Cotton Herringbone (Label-203),44,45.71,2011.24
835,INV-0218,2026-03-21,Client-094: M/s Dilip Weavers,Chiffon Pleated (Label-119),61,72.22,4405.42
836,INV-2489,2025-07-20,Client-029: M/s Hitesh Boutique,Nylon Woven (Label-501),38,26.11,992.18
837,INV-1972,2025-12-09,Client-146: M/s Yash Fashion House,Organza Sheer (Label-210),331,50.93,16857.83
838,INV-3406,2024-09-12,Client-065: Shri Arvind Emporium,Organza Sheer (Label-210),73,56.12,4096.76
839,INV-3112,2023-04-04,Client-019: M/s Sunil Collections,Banarasi Zari Border (Label-302),14,132.22,1851.08
840,INV-0904,2024-04-28,Client-020: M/s Jagdish Fabrics,Kutch Embroidery Border (Label-407),181,245.49,44433.69
841,INV-2926,2023-07-23,Client-125: Shri Padma Saree Centre,Polyester Grosgrain (Label-408),7,34.9,244.3
842,INV-0913,2025-01-05,Client-073: M/s Lakshmi Event Planners,Gota Patti (Label-204),196,80.5,15778.0
843,INV-3470,2025-04-03,Client-113: Smt. Kantilal Exports,Satin 1-Inch (Label-101),19,33.02,627.38
844,INV-0728,2023-06-10,Client-074: M/s Amrut Fashion House,Multicolor Taffeta (Label-308),145,90.32,13096.4
845,INV-3756,2023-03-26,Client-074: M/s Amrut Fashion House,Silver Tissue (Label-312),61,184.05,11227.05
846,INV-3080,2025-04-26,Client-023: M/s Navin Embroidery Works,Raw Silk Ribbon (Label-115),27,116.45,3144.15
847,INV-2826,2024-11-22,Client-072: M/s Arun Fashion House,Silver Tissue (Label-312),25,200.15,5003.75
848,INV-2156,2026-07-28,Client-080: Shri Nayna Weavers,Gold Zardozi (Label-501),230,257.75,59282.5
849,INV-0450,2023-09-25,Client-067: M/s Bhavik Traders,Metallic Zari (Label-306),86,173.63,14932.18
850,INV-1396,2024-05-23,Client-057: M/s Drashti Emporium,Raw Silk Ribbon (Label-115),31,118.2,3664.2
851,INV-0377,2024-07-24,Client-017: M/s Rahul Creations,Kutch Embroidery Border (Label-407),92,211.68,19474.56
852,INV-3143,2023-10-10,Client-123: M/s Alka Collections,Jacquard Brocade (Label-315),31,157.54,4883.74
853,INV-1753,2025-08-05,Client-133: Smt. Manisha Designs,Multicolor Taffeta (Label-308),218,93.97,20485.46
854,INV-3967,2025-11-17,Client-135: M/s Anjali Emporium,Organza Sheer (Label-210),46,59.5,2737.0
855,INV-0434,2025-12-08,Client-148: M/s Navin Fabrics,Chanderi Block Print (Label-221),28,123.58,3460.24
856,INV-0953,2023-12-31,Client-126: M/s Mukesh Garments,Silk Printed (Label-112),49,97.1,4757.9
857,INV-0372,2025-07-15,Client-077: Shri Deepak Fashion House,Banarasi Zari Border (Label-302),55,154.0,8470.0
858,INV-3278,2025-12-18,Client-101: Smt. Manju Garments,Silk Printed (Label-112),85,91.78,7801.3
859,INV-2397,2024-04-07,Client-117: Smt. Narottam Emporium,Organza Sheer (Label-210),14,58.68,821.52
860,INV-1422,2023-10-03,Client-047: M/s Harish Creations,Gold Zardozi (Label-501),58,305.12,17696.96
861,INV-0701,2026-02-27,Client-063: Smt. Padma Saree Centre,Metallic Zari (Label-306),67,174.76,11708.92
862,INV-2868,2023-06-17,Client-147: M/s Jagdish Silk House,Metallic Zari (Label-306),84,147.5,12390.0
863,INV-0645,2026-06-16,Client-150: M/s Kantilal Event Planners,Organza Sheer (Label-210),74,55.72,4123.28
864,INV-1458,2025-03-12,Client-136: M/s Anjali Decorators,Polyester Grosgrain (Label-408),130,30.61,3979.3
865,INV-0666,2025-09-07,Client-042: M/s Pooja Traders,Chanderi Block Print (Label-221),23,144.0,3312.0
866,INV-1504,2023-09-13,Client-049: Shri Ketan Industries,Gota Patti (Label-204),77,88.64,6825.28
867,INV-1428,2025-02-08,Client-069: Smt. Mohan Designs,Satin 2-Inch (Label-102),25,49.73,1243.25
868,INV-1633,2023-11-26,Client-112: M/s Indira Traders,Lace Trim Border (Label-217),41,70.36,2884.76
869,INV-2421,2023-02-12,Client-095: M/s Shardaben Handloom,Chanderi Block Print (Label-221),68,136.17,9259.56
870,INV-1481,2023-07-22,Client-012: M/s Nayna Event Planners,Nylon Woven (Label-501),2042,25.41,51887.22
871,INV-1165,2023-12-11,Client-070: M/s Yash Designs,Kutch Embroidery Border (Label-407),91,247.98,22566.18
872,INV-0795,2024-03-21,Client-084: M/s Kantilal Embroidery Works,Satin 2-Inch (Label-102),189,46.73,8831.97
873,INV-3592,2023-06-27,Client-111: Shri Rekha Textiles,Cotton Herringbone (Label-203),203,42.88,8704.64
874,INV-0247,2025-01-19,Client-094: M/s Dilip Weavers,Banarasi Zari Border (Label-302),254,142.12,36098.48
875,INV-3816,2026-05-03,Client-048: M/s Bhavesh Traders,Chanderi Block Print (Label-221),39,128.33,5004.87
876,INV-0735,2025-08-27,Client-007: M/s Hasmukh Collections,Chiffon Pleated (Label-119),130,75.36,9796.8
877,INV-0506,2023-09-04,Client-115: M/s Vijay Fashion House,Jacquard Brocade (Label-315),171,190.72,32613.12
878,INV-2441,2025-08-20,Client-099: M/s Sushila Garments,Kutch Embroidery Border (Label-407),18,238.98,4301.64
879,INV-1190,2025-09-04,Client-104: M/s Nirmala Designs,Patola Woven Border (Label-330),223,273.29,60943.67
880,INV-3373,2025-08-14,Client-105: M/s Anjali Collections,Velvet Roll (Label-405),14,119.06,1666.84
881,INV-3444,2024-11-28,Client-022: Shri Champa Traders,Silver Tissue (Label-312),82,198.68,16291.76
882,INV-1615,2023-05-20,Client-094: M/s Dilip Weavers,Lace Trim Border (Label-217),150,59.66,8949.0
883,INV-0533,2025-02-05,Client-073: M/s Lakshmi Event Planners,Polyester Grosgrain (Label-408),40,33.18,1327.2
884,INV-0933,2023-11-06,Client-095: M/s Shardaben Handloom,Jacquard Brocade (Label-315),125,166.64,20830.0
885,INV-0109,2025-01-17,Client-024: M/s Chirag Industries,Polyester Grosgrain (Label-408),865,30.89,26719.85
886,INV-1868,2026-03-15,Client-114: M/s Padma Enterprises,Gold Zardozi (Label-501),138,259.07,35751.66
887,INV-0950,2025-08-14,Client-020: M/s Jagdish Fabrics,Chanderi Block Print (Label-221),15,133.74,2006.1
888,INV-2414,2023-08-29,Client-126: M/s Mukesh Garments,Jacquard Brocade (Label-315),123,189.08,23256.84
889,INV-2949,2025-07-31,Client-102: M/s Sita Industries,Jacquard Brocade (Label-315),133,167.75,22310.75
890,INV-3206,2023-06-27,Client-043: Smt. Manju Weavers,Banarasi Zari Border (Label-302),102,136.26,13898.52
891,INV-2224,2024-02-16,Client-035: M/s Chandrakant Silk House,Multicolor Taffeta (Label-308),182,92.64,16860.48
892,INV-2975,2024-05-19,Client-098: M/s Bhavna Garments,Banarasi Zari Border (Label-302),293,140.69,41222.17
893,INV-3958,2025-05-25,Client-081: M/s Mahesh Traders,Metallic Zari (Label-306),181,144.45,26145.45
894,INV-0544,2026-07-23,Client-019: M/s Sunil Collections,Satin 2-Inch (Label-102),21,53.89,1131.69
895,INV-1766,2026-03-01,Client-149: Shri Alpesh Saree Centre,Polyester Grosgrain (Label-408),12,29.02,348.24
896,INV-2495,2024-09-03,Client-106: Smt. Kamlesh Designs,Chiffon Pleated (Label-119),158,73.14,11556.12
897,INV-2935,2023-08-18,Client-114: M/s Padma Enterprises,Gota Patti (Label-204),106,88.93,9426.58
898,INV-0260,2023-11-07,Client-053: M/s Malti Enterprises,Embroidered Mirror Work (Label-422),50,210.08,10504.0
899,INV-1515,2024-05-27,Client-102: M/s Sita Industries,Lace Trim Border (Label-217),16,62.39,998.24
900,INV-1779,2023-03-02,Client-083: M/s Vandana Exports,Velvet Roll (Label-405),113,124.77,14099.01
901,INV-1863,2024-12-12,Client-031: M/s Paresh Garments,Polyester Grosgrain (Label-408),210,30.55,6415.5
902,INV-1296,2026-07-06,Client-008: M/s Natubhai Exports,Satin 2-Inch (Label-102),385,49.32,18988.2
903,INV-0928,2024-08-26,Client-010: M/s Pallavi Designs,Raw Silk Ribbon (Label-115),62,115.49,7160.38
904,INV-0613,2024-02-01,Client-046: M/s Bhikhabhai Textiles,Patola Woven Border (Label-330),223,228.72,51004.56
905,INV-2632,2024-03-04,Client-061: M/s Poonam Enterprises,Raw Silk Ribbon (Label-115),51,101.61,5182.11
906,INV-1232,2023-05-03,Client-067: M/s Bhavik Traders,Chanderi Block Print (Label-221),38,135.2,5137.6
907,INV-0220,2026-02-24,Client-067: M/s Bhavik Traders,Multicolor Taffeta (Label-308),35,82.98,2904.3
908,INV-3130,2024-05-07,Client-046: M/s Bhikhabhai Textiles,Gota Patti (Label-204),106,91.54,9703.24
909,INV-0486,2026-08-01,Client-086: M/s Neha Fashion House,Multicolor Taffeta (Label-308),66,79.4,5240.4
910,INV-2317,2024-12-23,Client-119: M/s Bhikhabhai Emporium,Metallic Zari (Label-306),377,173.55,65428.35
911,INV-2165,2026-04-25,Client-069: Smt. Mohan Designs,Velvet Roll (Label-405),152,131.94,20054.88
912,INV-3522,2024-09-19,Client-014: Shri Usha Fabrics,Organza Sheer (Label-210),52,58.58,3046.16
913,INV-2993,2023-07-24,Client-129: M/s Padma Industries,Cotton Herringbone (Label-203),2,42.28,84.56
914,INV-0259,2026-03-18,Client-029: M/s Hitesh Boutique,Silk Printed (Label-112),14,85.86,1202.04
915,INV-3843,2024-02-23,Client-148: M/s Navin Fabrics,Satin 2-Inch (Label-102),81,48.21,3905.01
916,INV-0387,2025-05-01,Client-114: M/s Padma Enterprises,Satin 2-Inch (Label-102),32,46.67,1493.44
917,INV-0848,2023-12-02,Client-032: Shri Lakshmi Event Planners,Satin 1-Inch (Label-101),26,32.3,839.8
918,INV-2574,2025-12-31,Client-090: Shri Prital Handloom,Gota Patti (Label-204),271,82.28,22297.88
919,INV-3234,2025-01-24,Client-069: Smt. Mohan Designs,Satin 1-Inch (Label-101),444,32.04,14225.76
920,INV-3613,2024-11-22,Client-031: M/s Paresh Garments,Gota Patti (Label-204),104,84.53,8791.12
921,INV-3102,2026-04-19,Client-087: M/s Mayur Creations,Banarasi Zari Border (Label-302),721,143.2,103247.2
922,INV-2862,2023-07-21,Client-094: M/s Dilip Weavers,Chiffon Pleated (Label-119),144,78.44,11295.36
923,INV-1624,2025-03-23,Client-052: Smt. Anita Saree Centre,Chiffon Pleated (Label-119),266,72.43,19266.38
924,INV-1002,2025-04-12,Client-034: M/s Mansukhbhai Event Planners,Lace Trim Border (Label-217),85,62.35,5299.75
925,INV-0210,2023-06-19,Client-021: M/s Yash Emporium,Embroidered Mirror Work (Label-422),167,214.3,35788.1
926,INV-3621,2026-01-29,Client-091: M/s Bharat Silk House,Multicolor Taffeta (Label-308),95,94.46,8973.7
927,INV-1949,2023-05-14,Client-129: M/s Padma Industries,Organza Sheer (Label-210),46,57.52,2645.92
928,INV-0911,2023-07-02,Client-131: M/s Geeta Fabrics,Chiffon Pleated (Label-119),366,80.21,29356.86
929,INV-1719,2025-03-15,Client-069: Smt. Mohan Designs,Satin 2-Inch (Label-102),126,47.06,5929.56
930,INV-2553,2026-06-07,Client-011: M/s Kavya Industries,Multicolor Taffeta (Label-308),6,96.17,577.02
931,INV-2985,2024-09-23,Client-057: M/s Drashti Emporium,Silk Printed (Label-112),56,100.34,5619.04
932,INV-2164,2024-12-31,Client-026: Smt. Vivek Fabrics,Satin 2-Inch (Label-102),213,47.43,10102.59
933,INV-0597,2026-03-30,Client-033: M/s Vivek Fabrics,Velvet Roll (Label-405),111,117.3,13020.3
934,INV-1951,2023-01-07,Client-144: M/s Pooja Fashion House,Lace Trim Border (Label-217),42,60.03,2521.26
935,INV-3765,2025-12-28,Client-110: M/s Anita Embroidery Works,Banarasi Zari Border (Label-302),76,139.34,10589.84
936,INV-0297,2023-10-05,Client-108: M/s Shyam Event Planners,Lace Trim Border (Label-217),44,71.41,3142.04
937,INV-3717,2026-04-25,Client-036: M/s Rahul Enterprises,Cotton Herringbone (Label-203),7,41.72,292.04
938,INV-0508,2025-06-10,Client-038: M/s Natubhai Creations,Raw Silk Ribbon (Label-115),71,104.67,7431.57
939,INV-2865,2025-06-16,Client-054: Smt. Subhash Creations,Lace Trim Border (Label-217),248,67.18,16660.64
940,INV-0008,2025-02-15,Client-045: M/s Akash Saree Centre,Raw Silk Ribbon (Label-115),226,111.52,25203.52
941,INV-2253,2025-12-18,Client-042: M/s Pooja Traders,Organza Sheer (Label-210),1118,55.52,62071.36
942,INV-3055,2025-08-02,Client-131: M/s Geeta Fabrics,Metallic Zari (Label-306),330,175.09,57779.7
943,INV-2030,2023-11-27,Client-062: M/s Deepak Creations,Jacquard Brocade (Label-315),325,174.03,56559.75
944,INV-2149,2024-08-30,Client-134: M/s Rakesh Weavers,Embroidered Mirror Work (Label-422),218,226.54,49385.72
945,INV-2087,2024-06-17,Client-075: Smt. Seema Exports,Gota Patti (Label-204),40,78.89,3155.6
946,INV-3118,2025-07-27,Client-041: M/s Varsha Handloom,Metallic Zari (Label-306),19,154.5,2935.5
947,INV-2551,2025-10-23,Client-038: M/s Natubhai Creations,Metallic Zari (Label-306),133,165.77,22047.41
948,INV-0178,2024-09-26,Client-085: M/s Nayna Industries,Organza Sheer (Label-210),242,56.87,13762.54
949,INV-3854,2024-08-17,Client-002: M/s Chandrika Fashion House,Polyester Grosgrain (Label-408),181,30.39,5500.59
950,INV-2779,2023-10-22,Client-044: Shri Meena Silk House,Jacquard Brocade (Label-315),60,165.34,9920.4
951,INV-0791,2024-09-07,Client-055: M/s Balaji Collections,Metallic Zari (Label-306),13,144.69,1880.97
952,INV-1335,2023-06-22,Client-133: Smt. Manisha Designs,Lace Trim Border (Label-217),175,61.49,10760.75
953,INV-0679,2026-03-25,Client-035: M/s Chandrakant Silk House,Cotton Herringbone (Label-203),66,41.81,2759.46
954,INV-3454,2024-02-27,Client-041: M/s Varsha Handloom,Gold Zardozi (Label-501),79,307.72,24309.88
955,INV-3013,2024-11-08,Client-079: M/s Savita Weavers,Gota Patti (Label-204),45,77.11,3469.95
956,INV-1437,2025-02-27,Client-050: Smt. Balaji Boutique,Organza Sheer (Label-210),66,59.07,3898.62
957,INV-0097,2023-07-25,Client-077: Shri Deepak Fashion House,Gota Patti (Label-204),15,77.28,1159.2
958,INV-0044,2024-10-22,Client-023: M/s Navin Embroidery Works,Cotton Herringbone (Label-203),62,45.21,2803.02
959,INV-1815,2024-02-26,Client-111: Shri Rekha Textiles,Silver Tissue (Label-312),224,177.54,39768.96
960,INV-1491,2024-03-31,Client-027: M/s Rajendra Creations,Velvet Roll (Label-405),32,112.22,3591.04
961,INV-1229,2023-09-16,Client-139: M/s Gopal Fashion House,Polyester Grosgrain (Label-408),734,30.17,22144.78
962,INV-0760,2026-01-30,Client-065: Shri Arvind Emporium,Satin 2-Inch (Label-102),37,51.39,1901.43
963,INV-3627,2025-01-16,Client-037: M/s Vinod Fashion House,Satin 1-Inch (Label-101),62,33.75,2092.5
964,INV-2019,2023-07-18,Client-055: M/s Balaji Collections,Velvet Roll (Label-405),282,121.7,34319.4
965,INV-2750,2023-04-25,Client-072: M/s Arun Fashion House,Satin 1-Inch (Label-101),59,33.55,1979.45
966,INV-3067,2024-07-24,Client-121: M/s Harish Traders,Jacquard Brocade (Label-315),380,175.11,66541.8
967,INV-0026,2025-05-08,Client-140: M/s Brijesh Weavers,Raw Silk Ribbon (Label-115),102,118.75,12112.5
968,INV-2303,2023-01-08,Client-060: Smt. Seema Fabrics,Silk Printed (Label-112),49,86.45,4236.05
969,INV-1611,2025-01-07,Client-111: Shri Rekha Textiles,Banarasi Zari Border (Label-302),114,156.33,17821.62
970,INV-1843,2025-12-01,Client-069: Smt. Mohan Designs,Silk Printed (Label-112),107,101.38,10847.66
971,INV-2645,2025-12-23,Client-150: M/s Kantilal Event Planners,Metallic Zari (Label-306),42,172.36,7239.12
972,INV-1223,2023-12-03,Client-101: Smt. Manju Garments,Banarasi Zari Border (Label-302),172,149.65,25739.8
973,INV-0782,2024-03-18,Client-025: M/s Ruchita Exports,Velvet Roll (Label-405),753,125.4,94426.2
974,INV-3668,2025-08-09,Client-126: M/s Mukesh Garments,Embroidered Mirror Work (Label-422),102,214.48,21876.96
975,INV-3814,2024-05-06,Client-117: Smt. Narottam Emporium,Banarasi Zari Border (Label-302),404,148.93,60167.72
976,INV-2339,2024-10-17,Client-081: M/s Mahesh Traders,Raw Silk Ribbon (Label-115),987,118.43,116890.41
977,INV-1357,2025-03-11,Client-029: M/s Hitesh Boutique,Organza Sheer (Label-210),107,55.4,5927.8
978,INV-1616,2025-08-01,Client-122: M/s Bhikhabhai Enterprises,Cotton Herringbone (Label-203),206,44.21,9107.26
979,INV-3128,2026-02-26,Client-140: M/s Brijesh Weavers,Multicolor Taffeta (Label-308),66,84.89,5602.74
980,INV-2383,2025-06-10,Client-126: M/s Mukesh Garments,Nylon Woven (Label-501),206,29.21,6017.26
981,INV-2148,2025-05-18,Client-072: M/s Arun Fashion House,Banarasi Zari Border (Label-302),27,158.31,4274.37
982,INV-0884,2024-11-01,Client-026: Smt. Vivek Fabrics,Gold Zardozi (Label-501),126,289.9,36527.4
983,INV-0383,2023-10-10,Client-109: M/s Padma Silk House,Jacquard Brocade (Label-315),256,174.53,44679.68
984,INV-2836,2025-06-22,Client-075: Smt. Seema Exports,Chanderi Block Print (Label-221),29,132.66,3847.14
985,INV-1338,2023-06-05,Client-022: Shri Champa Traders,Polyester Grosgrain (Label-408),25,34.19,854.75
986,INV-2753,2024-03-27,Client-070: M/s Yash Designs,Gota Patti (Label-204),566,91.73,51919.18
987,INV-0032,2024-05-31,Client-121: M/s Harish Traders,Gota Patti (Label-204),831,89.23,74150.13
988,INV-2182,2025-03-26,Client-020: M/s Jagdish Fabrics,Silk Printed (Label-112),33,87.27,2879.91
989,INV-2035,2025-11-30,Client-099: M/s Sushila Garments,Satin 1-Inch (Label-101),40,36.98,1479.2
990,INV-3608,2025-10-13,Client-120: M/s Usha Enterprises,Chanderi Block Print (Label-221),136,136.48,18561.28
991,INV-0611,2024-10-02,Client-014: Shri Usha Fabrics,Gota Patti (Label-204),52,89.14,4635.28
992,INV-0571,2025-01-02,Client-069: Smt. Mohan Designs,Satin 1-Inch (Label-101),54,34.11,1841.94
993,INV-0344,2026-04-14,Client-022: Shri Champa Traders,Raw Silk Ribbon (Label-115),61,105.5,6435.5
994,INV-1886,2023-03-01,Client-130: M/s Jignesh Creations,Silk Printed (Label-112),271,102.41,27753.11
995,INV-1651,2025-11-05,Client-068: M/s Madhuri Fabrics,Polyester Grosgrain (Label-408),103,34.17,3519.51
996,INV-3039,2023-02-04,Client-104: M/s Nirmala Designs,Jacquard Brocade (Label-315),98,157.62,15446.76
997,INV-2497,2023-10-29,Client-036: M/s Rahul Enterprises,Chanderi Block Print (Label-221),219,142.93,31301.67
998,INV-1048,2023-02-24,Client-040: M/s Drashti Fashion House,Cotton Herringbone (Label-203),26,40.32,1048.32
999,INV-3629,2023-01-20,Client-094: M/s Dilip Weavers,Banarasi Zari Border (Label-302),132,158.9,20974.8
1000,INV-1072,2024-01-28,Client-044: Shri Meena Silk House,Silver Tissue (Label-312),123,175.67,21607.41
1001,INV-3487,2024-03-08,Client-148: M/s Navin Fabrics,Embroidered Mirror Work (Label-422),261,213.16,55634.76
1002,INV-2536,2025-11-20,Client-058: Smt. Deepika Fashion House,Polyester Grosgrain (Label-408),178,29.01,5163.78
1003,INV-0966,2025-10-20,Client-116: Shri Alka Industries,Gota Patti (Label-204),85,77.13,6556.05
1004,INV-0529,2023-12-21,Client-003: M/s Vinod Traders,Nylon Woven (Label-501),101,26.61,2687.61
1005,INV-0177,2024-12-17,Client-101: Smt. Manju Garments,Organza Sheer (Label-210),125,56.05,7006.25
1006,INV-0423,2026-03-10,Client-140: M/s Brijesh Weavers,Patola Woven Border (Label-330),36,233.64,8411.04
1007,INV-3369,2024-01-18,Client-017: M/s Rahul Creations,Gold Zardozi (Label-501),345,278.7,96151.5
1008,INV-3242,2025-05-23,Client-124: M/s Bhavesh Exports,Nylon Woven (Label-501),42,25.65,1077.3
1009,INV-2020,2023-11-22,Client-103: Shri Vijay Fashion House,Silver Tissue (Label-312),166,191.43,31777.38
1010,INV-0573,2025-09-06,Client-043: Smt. Manju Weavers,Velvet Roll (Label-405),1086,111.18,120741.48
1011,INV-3538,2026-03-07,Client-112: M/s Indira Traders,Polyester Grosgrain (Label-408),26,29.08,756.08
1012,INV-0289,2023-06-17,Client-136: M/s Anjali Decorators,Lace Trim Border (Label-217),1164,59.52,69281.28
1013,INV-2659,2023-02-19,Client-008: M/s Natubhai Exports,Satin 1-Inch (Label-101),155,33.76,5232.8
1014,INV-2922,2023-03-19,Client-077: Shri Deepak Fashion House,Chanderi Block Print (Label-221),40,143.91,5756.4
1015,INV-2633,2026-05-10,Client-062: M/s Deepak Creations,Banarasi Zari Border (Label-302),85,144.3,12265.5
1016,INV-1591,2023-10-14,Client-077: Shri Deepak Fashion House,Satin 2-Inch (Label-102),36,49.12,1768.32
1017,INV-3943,2024-03-13,Client-048: M/s Bhavesh Traders,Embroidered Mirror Work (Label-422),281,230.7,64826.7
1018,INV-2100,2024-06-14,Client-150: M/s Kantilal Event Planners,Patola Woven Border (Label-330),44,263.39,11589.16
1019,INV-1392,2023-11-07,Client-010: M/s Pallavi Designs,Nylon Woven (Label-501),74,30.37,2247.38
1020,INV-2855,2025-08-06,Client-127: M/s Nayna Boutique,Nylon Woven (Label-501),41,26.1,1070.1
1021,INV-1740,2023-01-02,Client-036: M/s Rahul Enterprises,Lace Trim Border (Label-217),27,69.92,1887.84
1022,INV-1730,2023-10-30,Client-057: M/s Drashti Emporium,Patola Woven Border (Label-330),111,274.7,30491.7
1023,INV-1919,2025-12-07,Client-096: M/s Kiran Emporium,Gold Zardozi (Label-501),125,285.85,35731.25
1024,INV-3101,2024-03-15,Client-047: M/s Harish Creations,Lace Trim Border (Label-217),35,71.07,2487.45
1025,INV-0371,2024-02-28,Client-090: Shri Prital Handloom,Satin 2-Inch (Label-102),206,45.98,9471.88
1026,INV-3293,2023-11-23,Client-035: M/s Chandrakant Silk House,Gold Zardozi (Label-501),73,307.66,22459.18
1027,INV-3713,2025-12-27,Client-081: M/s Mahesh Traders,Organza Sheer (Label-210),33,52.48,1731.84
1028,INV-2635,2025-04-23,Client-026: Smt. Vivek Fabrics,Satin 1-Inch (Label-101),249,35.03,8722.47
1029,INV-3412,2024-08-26,Client-008: M/s Natubhai Exports,Cotton Herringbone (Label-203),11,41.99,461.89
1030,INV-2070,2026-07-30,Client-047: M/s Harish Creations,Silk Printed (Label-112),2469,100.3,245046.77659999995
1031,INV-0142,2025-05-16,Client-014: Shri Usha Fabrics,Polyester Grosgrain (Label-408),20,32.64,652.8
1032,INV-3356,2025-06-03,Client-006: M/s Naresh Exports,Jacquard Brocade (Label-315),170,182.22,30977.4
1033,INV-0492,2023-07-10,Client-124: M/s Bhavesh Exports,Gota Patti (Label-204),28,83.83,2347.24
1034,INV-0199,2023-06-25,Client-093: Shri Niraj Boutique,Satin 1-Inch (Label-101),142,38.17,5420.14
1035,INV-1789,2025-01-02,Client-041: M/s Varsha Handloom,Polyester Grosgrain (Label-408),623,29.28,18241.44
1036,INV-2527,2024-04-26,Client-043: Smt. Manju Weavers,Metallic Zari (Label-306),39,149.09,5814.51
1037,INV-3925,2023-09-10,Client-050: Smt. Balaji Boutique,Metallic Zari (Label-306),52,166.83,8675.16
1038,INV-1457,2023-02-14,Client-087: M/s Mayur Creations,Embroidered Mirror Work (Label-422),64,217.47,13918.08
1039,INV-0196,2025-05-09,Client-118: M/s Pravin Textiles,Satin 1-Inch (Label-101),116,32.28,3744.48
1040,INV-0875,2023-04-25,Client-077: Shri Deepak Fashion House,Kutch Embroidery Border (Label-407),158,240.35,37975.3
